id	split	content_class	variant	relative_path	url
1039	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1039_general_sun-over-forest_ek-balam_s23u_iso50-f2p2_20230918-160739_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1039_general_sun-over-forest_ek-balam_s23u_iso50-f2p2_20230918-160739_4000x3000.sdr.png
1040	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1040_general_roller-coaster-ride_fuji-q-highland-fujikawaguchiko_s23u_iso50-f2p4_20231030-160417_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1040_general_roller-coaster-ride_fuji-q-highland-fujikawaguchiko_s23u_iso50-f2p4_20231030-160417_3000x4000.sdr.png
1042	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1042_general_dragon-fountain-statue_monument-inochi-kyoto_s23u_iso100-f1p7_20231107-111520_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1042_general_dragon-fountain-statue_monument-inochi-kyoto_s23u_iso100-f1p7_20231107-111520_4000x3000.sdr.png
1043	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1043_general_rows-of-flowering-plants_garden-fine-arts-kyoto_s23u_iso50-f2p4_20231107-134320_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1043_general_rows-of-flowering-plants_garden-fine-arts-kyoto_s23u_iso50-f2p4_20231107-134320_3000x4000.sdr.png
1044	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1044_general_sticker-covered-wall-panel_gljufrabui-rangarthing-eystra_s23u_iso125-f1p7_20231206-150232_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1044_general_sticker-covered-wall-panel_gljufrabui-rangarthing-eystra_s23u_iso125-f1p7_20231206-150232_3000x4000.sdr.png
1045	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1045_general_gemstones-in-wooden-bowls_tivoli-gardens-copenhagen_s23u_iso250-f1p7_20231212-185715_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1045_general_gemstones-in-wooden-bowls_tivoli-gardens-copenhagen_s23u_iso250-f1p7_20231212-185715_3000x4000.sdr.png
1046	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1046_general_canal-night-cityscape_memorial-anchor-copenhagen_s23u_iso800-f2p4_20231213-173257_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1046_general_canal-night-cityscape_memorial-anchor-copenhagen_s23u_iso800-f2p4_20231213-173257_4000x3000.sdr.png
1047	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1047_general_flowers-and-lit-candle_magasin-du-nord-museum-copenhagen_s23u_iso640-f2p4_20231213-182125_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1047_general_flowers-and-lit-candle_magasin-du-nord-museum-copenhagen_s23u_iso640-f2p4_20231213-182125_3000x4000.sdr.png
1048	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1048_general_people-snowboarding-in-snow_colorado_s23u_iso12-f1p7_20240325-104900_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1048_general_people-snowboarding-in-snow_colorado_s23u_iso12-f1p7_20240325-104900_3000x4000.sdr.png
1049	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1049_general_river-bridge-cityscape_louvre-palace-paris_s23u_iso50-f4p9_20240425-154623_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1049_general_river-bridge-cityscape_louvre-palace-paris_s23u_iso50-f4p9_20240425-154623_4000x3000.sdr.png
1050	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1050_general_riverside-walkway-and-river_louvre-palace-paris_s23u_iso50-f2p2_20240425-154625_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1050_general_riverside-walkway-and-river_louvre-palace-paris_s23u_iso50-f2p2_20240425-154625_4000x3000.sdr.png
1052	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1052_general_framed-building-painting_museum-orsay-paris_s23u_iso500-f2p4_20240425-185701_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1052_general_framed-building-painting_museum-orsay-paris_s23u_iso500-f2p4_20240425-185701_3000x4000.sdr.png
1053	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1053_general_statue-in-arched-alcove_louvre-palace-paris_s23u_iso500-f2p2_20240426-175831_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1053_general_statue-in-arched-alcove_louvre-palace-paris_s23u_iso500-f2p2_20240426-175831_3000x4000.sdr.png
1054	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1054_general_modern-art-museum-exterior-paris_s23u_iso10-f1p7_20240427-165529_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1054_general_modern-art-museum-exterior-paris_s23u_iso10-f1p7_20240427-165529_3000x4000.sdr.png
1055	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1055_general_bread-and-coffee-table_blue-lagoon-grindavik_s23u_iso50-f2p2_20240429-174632_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1055_general_bread-and-coffee-table_blue-lagoon-grindavik_s23u_iso50-f2p2_20240429-174632_3000x4000.sdr.png
1056	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1056_general_flower-bouquet-and-cards_colorado_s23u_iso80-f2p4_20240505-172513_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1056_general_flower-bouquet-and-cards_colorado_s23u_iso80-f2p4_20240505-172513_3000x4000.sdr.png
1057	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1057_general_dragon-statue-in-garden_placa-pedro-infante-valladolid_s23u_iso640-f1p7_20240528-210945_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1057_general_dragon-statue-in-garden_placa-pedro-infante-valladolid_s23u_iso640-f1p7_20240528-210945_3000x4000.sdr.png
1058	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1058_general_balcony-building-facade_waikiki-beach-east-honolulu_s23u_iso25-f1p7_20241104-163816_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1058_general_balcony-building-facade_waikiki-beach-east-honolulu_s23u_iso25-f1p7_20241104-163816_3000x4000.sdr.png
1059	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1059_general_colorful-sailboat-sails_waikiki-mlcd-east-honolulu_s23u_iso10-f1p7_20241112-171358_2841x3788.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1059_general_colorful-sailboat-sails_waikiki-mlcd-east-honolulu_s23u_iso10-f1p7_20241112-171358_2841x3788.sdr.png
1060	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1060_general_tiered-floral-cake_colorado_s23u_iso125-f1p7_20250202-141907_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1060_general_tiered-floral-cake_colorado_s23u_iso125-f1p7_20250202-141907_3000x4000.sdr.png
1061	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1061_general_city-skyline-at-dusk_tokyo-skytree-sumida_s23u_iso320-f2p4_20250228-174759_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1061_general_city-skyline-at-dusk_tokyo-skytree-sumida_s23u_iso320-f2p4_20250228-174759_4000x3000.sdr.png
1062	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1062_general_boat-on-water_numazu-japan_s23u_iso50-f2p2_20250307-173047_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1062_general_boat-on-water_numazu-japan_s23u_iso50-f2p2_20250307-173047_3000x4000.sdr.png
1063	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1063_general_uefi-bios-boot-menu_colorado_s23u_iso640-f1p7_20250416-033546_4000x2763.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1063_general_uefi-bios-boot-menu_colorado_s23u_iso640-f1p7_20250416-033546_4000x2763.sdr.png
1064	train	1000-lilith-photos-general	hdr	1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_3000x4000.hdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_3000x4000.hdr.png
1064	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1064_general_castle-bridge-moat_montjuic-castle-barcelona_zfold7_iso40-f1p7_20260315-175347_3000x4000.sdr.png
1065	train	1000-lilith-photos-general	hdr	1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_3000x4000.hdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_3000x4000.hdr.png
1065	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1065_general_cathedral-model-workshop_sagrada-familia-barcelona_zfold7_iso64-f1p7_20260317-165822_3000x4000.sdr.png
1068	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1068_general_glowing-blue-glass-sphere_house-eternal-return-meow-wolf-santa-fe_ip8plus_iso100-f1p8_img-7632_3024x4032.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1068_general_glowing-blue-glass-sphere_house-eternal-return-meow-wolf-santa-fe_ip8plus_iso100-f1p8_img-7632_3024x4032.sdr.png
1069	train	1000-lilith-photos-general	hdr	1000-lilith-photos-general/1069_general_illuminated-castle-night_cinderella-castle-orange_ip13pro_iso500-f1p5_img-7653_2870x3827.hdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1069_general_illuminated-castle-night_cinderella-castle-orange_ip13pro_iso500-f1p5_img-7653_2870x3827.hdr.png
1069	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1069_general_illuminated-castle-night_cinderella-castle-orange_ip13pro_iso500-f1p5_img-7653_2870x3827.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1069_general_illuminated-castle-night_cinderella-castle-orange_ip13pro_iso500-f1p5_img-7653_2870x3827.sdr.png
1070	train	1000-lilith-photos-general	hdr	1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.hdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.hdr.png
1070	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1070_general_stone-temple-ruins_ip13pro_iso50-f1p5_img-8852_4032x3024.sdr.png
1071	train	1000-lilith-photos-general	sdr	1000-lilith-photos-general/1071_general_illuminated-castle-night_flight-hippogriff-orlando_ip8plus_iso160-f1p8_img-9988_4032x3024.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1000-lilith-photos-general/1071_general_illuminated-castle-night_flight-hippogriff-orlando_ip8plus_iso160-f1p8_img-9988_4032x3024.sdr.png
1200	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.sdr.png
1201	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_3000x4000.sdr.png
1203	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.sdr.png
1204	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_3000x4000.sdr.png
1205	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_3000x4000.sdr.png
1206	train	1200-lilith-interiors	sdr	1200-lilith-interiors/1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_3000x4000.sdr.png	https://codec-corpus.r2.imazen.org/imazen-26-png-v3/1200-lilith-interiors/1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_3000x4000.sdr.png
